id,table,trigger,targets,rule,evidence,source,decision,status,notes
R187,poct_lipid_profile,FIRST_READING_SKIPPED,TC_FIRST_READING;HDL_FIRST_READING;TG_FIRST_READING;LDL_FIRST_READING;NONHDL_FIRST_READING;TC_HDL_RATIO_FIRST_READING,FIRST_READING_SKIPPED = 1 -> first readings -998; FIRST_READING_SKIPPED = 0 -> recorded,implied,dictionary v14 poct_lipid_profile: 'FIRST_READING_SKIPPED: Skipped the first set of POCT lipid measurements'; 'TC_FIRST_READING: First reading for Total Cholesterol (TC) in millimoles per liter (mmol/L)',D093,encoded,
R188,poct_lipid_profile,FIRST_READING_SKIPPED,FIRST_READING_SKIPPED_REASON,FIRST_READING_SKIPPED = 1 -> a reason is recorded; FIRST_READING_SKIPPED = 0 -> -998,implied,dictionary v14 poct_lipid_profile: 'FIRST_READING_SKIPPED: Skipped the first set of POCT lipid measurements'; 'FIRST_READING_SKIPPED_REASON: Reason for skipping the first set of POCT lipid measurements',D093,encoded,
R189,poct_lipid_profile,SECOND_READING_SKIPPED,TC_SECOND_READING;HDL_SECOND_READING;TG_SECOND_READING;LDL_SECOND_READING;NONHDL_SECOND_READING;TC_HDL_RATIO_SECOND_READING,SECOND_READING_SKIPPED = 1 or -998 (not offered) -> second readings -998; SECOND_READING_SKIPPED = 0 -> recorded,implied,dictionary v14 poct_lipid_profile: 'SECOND_READING_SKIPPED: Skipped the second set of POCT lipid measurements. Only participants with abnormal readings to the first measurements are offered a second measurement',D094,encoded,
R190,poct_lipid_profile,FIRST_READING_SKIPPED,SECOND_READING_SKIPPED,"FIRST_READING_SKIPPED = 1 -> SECOND_READING_SKIPPED = -998 (no first readings, so none abnormal, so no second offer)",inferred,domain: the source says only abnormal first readings lead to a second set,D129,not-enforceable,"checked as a warning, not a rejection: tools/warnings/poct_lipid_profile.warnings.json, run with tools/warn.py (D129)"
R191,poct_lipid_profile,TC_FIRST_READING;HDL_FIRST_READING;TG_FIRST_READING,SECOND_READING_SKIPPED,a second set is offered only when the first readings are abnormal,quoted,dictionary v14 poct_lipid_profile: 'SECOND_READING_SKIPPED: Skipped the second set of POCT lipid measurements. Only participants with abnormal readings to the first measurements are offered a second measurement',D095,not-enforceable,"no threshold for 'abnormal' is stated, so it cannot be checked"
R192,country_region,COUNTRY_AT_REG,REGION_AT_REG,country E92000001 -> regions TLC-TLK; W92000004 -> TLL; S92000003 -> TLM; N92000002 -> TLN,inferred,"domain: the region labels name their country, e.g. 'North East (England)'",D129,not-enforceable,"checked as a warning, not a rejection: tools/warnings/country_region.warnings.json, run with tools/warn.py (D129)"
R193,nhse_engwal_deaths,S_COD_CODE_1;S_COD_CODE_2;S_COD_CODE_3;S_COD_CODE_4;S_COD_CODE_5;S_COD_CODE_6;S_COD_CODE_7;S_COD_CODE_8;S_COD_CODE_9;S_COD_CODE_10;S_COD_CODE_11;S_COD_CODE_12;S_COD_CODE_13;S_COD_CODE_14,S_COD_CODE_2;S_COD_CODE_3;S_COD_CODE_4;S_COD_CODE_5;S_COD_CODE_6;S_COD_CODE_7;S_COD_CODE_8;S_COD_CODE_9;S_COD_CODE_10;S_COD_CODE_11;S_COD_CODE_12;S_COD_CODE_13;S_COD_CODE_14;S_COD_CODE_15,slot k not recorded (-998) -> every later slot not recorded,inferred,domain: fifteen numbered mention slots (D106),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_engwal_deaths.warnings.json, run with tools/warn.py (D122)"
R194,nhse_eng_canreg_treat,CT_FLAG,CHEMO_ALL_DRUGS,CT_FLAG = 0 -> chemotherapy drug name -998,inferred,domain: flag beside its detail field (D107),D129,declined,steward: not important to encode (D129)
R195,nhse_eng_canreg_treat,RT_FLAG,RADIOCODE;RADIODESC,RT_FLAG = 0 -> radiotherapy code and description -998,inferred,"domain: flag beside its detail fields; code X is ""Unknown / Inapplicable"" (D108)",D129,declined,steward: not important to encode (D129)
R196,nhse_eng_canreg_treat,SG_FLAG,OPCS4_CODE;OPCS4_NAME,SG_FLAG = 0 -> OPCS-4 code and name -998,inferred,domain: flag beside its detail fields (D109),D129,declined,steward: not important to encode (D129)
R197,nhse_eng_canreg_pattumour,SITE_ICD10_O2,GLEASON_PRIMARY;GLEASON_SECONDARY;GLEASON_TERTIARY,site other than C61 (prostate) -> the three Gleason scores = 8 (not applicable),inferred,"domain: Gleason is a prostate score; the source labels code 8 ""not applicable"" (D112)",D129,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_canreg_pattumour.warnings.json, run with tools/warn.py (D129)"
R198,nhse_eng_outpat,DIAG_4_01;DIAG_4_02;DIAG_4_03;DIAG_4_04;DIAG_4_05;DIAG_4_06;DIAG_4_07;DIAG_4_08;DIAG_4_09;DIAG_4_10;DIAG_4_11,DIAG_4_02;DIAG_4_03;DIAG_4_04;DIAG_4_05;DIAG_4_06;DIAG_4_07;DIAG_4_08;DIAG_4_09;DIAG_4_10;DIAG_4_11;DIAG_4_12,diagnosis slot k not recorded (-998) -> every later slot not recorded,inferred,domain: twelve numbered diagnosis slots (D113),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_outpat.warnings.json, run with tools/warn.py (D122)"
R199,nhse_eng_outpat,OPERTN_01;OPERTN_02;OPERTN_03;OPERTN_04;OPERTN_05;OPERTN_06;OPERTN_07;OPERTN_08;OPERTN_09;OPERTN_10;OPERTN_11;OPERTN_12;OPERTN_13;OPERTN_14;OPERTN_15;OPERTN_16;OPERTN_17;OPERTN_18;OPERTN_19;OPERTN_20;OPERTN_21;OPERTN_22;OPERTN_23,OPERTN_02;OPERTN_03;OPERTN_04;OPERTN_05;OPERTN_06;OPERTN_07;OPERTN_08;OPERTN_09;OPERTN_10;OPERTN_11;OPERTN_12;OPERTN_13;OPERTN_14;OPERTN_15;OPERTN_16;OPERTN_17;OPERTN_18;OPERTN_19;OPERTN_20;OPERTN_21;OPERTN_22;OPERTN_23;OPERTN_24,procedure slot k not recorded (-998) -> every later slot not recorded,inferred,domain: twenty-four numbered procedure slots (D113),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_outpat.warnings.json, run with tools/warn.py (D122)"
R200,nhse_eng_ed,DIAGA_01;DIAGA_02;DIAGA_03;DIAGA_04;DIAGA_05;DIAGA_06;DIAGA_07;DIAGA_08;DIAGA_09;DIAGA_10;DIAGA_11;DIAGS_01;DIAGS_02;DIAGS_03;DIAGS_04;DIAGS_05;DIAGS_06;DIAGS_07;DIAGS_08;DIAGS_09;DIAGS_10;DIAGS_11;DIAG_01;DIAG_02;DIAG_03;DIAG_04;DIAG_05;DIAG_06;DIAG_07;DIAG_08;DIAG_09;DIAG_10;DIAG_11;INVEST2_01;INVEST2_02;INVEST2_03;INVEST2_04;INVEST2_05;INVEST2_06;INVEST2_07;INVEST2_08;INVEST2_09;INVEST2_10;INVEST2_11;INVEST_01;INVEST_02;INVEST_03;INVEST_04;INVEST_05;INVEST_06;INVEST_07;INVEST_08;INVEST_09;INVEST_10;INVEST_11;TREAT_01;TREAT_02;TREAT_03;TREAT_04;TREAT_05;TREAT_06;TREAT_07;TREAT_08;TREAT_09;TREAT_10;TREAT_11,DIAGA_02;DIAGA_03;DIAGA_04;DIAGA_05;DIAGA_06;DIAGA_07;DIAGA_08;DIAGA_09;DIAGA_10;DIAGA_11;DIAGA_12;DIAGS_02;DIAGS_03;DIAGS_04;DIAGS_05;DIAGS_06;DIAGS_07;DIAGS_08;DIAGS_09;DIAGS_10;DIAGS_11;DIAGS_12;DIAG_02;DIAG_03;DIAG_04;DIAG_05;DIAG_06;DIAG_07;DIAG_08;DIAG_09;DIAG_10;DIAG_11;DIAG_12;INVEST2_02;INVEST2_03;INVEST2_04;INVEST2_05;INVEST2_06;INVEST2_07;INVEST2_08;INVEST2_09;INVEST2_10;INVEST2_11;INVEST2_12;INVEST_02;INVEST_03;INVEST_04;INVEST_05;INVEST_06;INVEST_07;INVEST_08;INVEST_09;INVEST_10;INVEST_11;INVEST_12;TREAT_02;TREAT_03;TREAT_04;TREAT_05;TREAT_06;TREAT_07;TREAT_08;TREAT_09;TREAT_10;TREAT_11;TREAT_12,slot k not recorded (-998) -> every later slot in its family not recorded,inferred,domain: numbered slot families (D117),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ed.warnings.json, run with tools/warn.py (D122)"
R201,nhse_eng_ed,DIAG_01;DIAG_02;DIAG_03;DIAG_04;DIAG_05;DIAG_06;DIAG_07;DIAG_08;DIAG_09;DIAG_10;DIAG_11;DIAG_12,DIAGA_01;DIAGA_02;DIAGA_03;DIAGA_04;DIAGA_05;DIAGA_06;DIAGA_07;DIAGA_08;DIAGA_09;DIAGA_10;DIAGA_11;DIAGA_12;DIAGS_01;DIAGS_02;DIAGS_03;DIAGS_04;DIAGS_05;DIAGS_06;DIAGS_07;DIAGS_08;DIAGS_09;DIAGS_10;DIAGS_11;DIAGS_12,DIAG_k not recorded -> DIAGA_k and DIAGS_k not recorded,inferred,domain: detail column beside its main column in the same numbered slot (D117),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ed.warnings.json, run with tools/warn.py (D122)"
R202,nhse_eng_ed,INVEST_01;INVEST_02;INVEST_03;INVEST_04;INVEST_05;INVEST_06;INVEST_07;INVEST_08;INVEST_09;INVEST_10;INVEST_11;INVEST_12,INVEST2_01;INVEST2_02;INVEST2_03;INVEST2_04;INVEST2_05;INVEST2_06;INVEST2_07;INVEST2_08;INVEST2_09;INVEST2_10;INVEST2_11;INVEST2_12,INVEST_k not recorded -> INVEST2_k not recorded,inferred,domain: detail column beside its main column in the same numbered slot (D117),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ed.warnings.json, run with tools/warn.py (D122)"
R203,nhse_eng_inpat,DIAG_4_01;DIAG_4_02;DIAG_4_03;DIAG_4_04;DIAG_4_05;DIAG_4_06;DIAG_4_07;DIAG_4_08;DIAG_4_09;DIAG_4_10;DIAG_4_11;DIAG_4_12;DIAG_4_13;DIAG_4_14;DIAG_4_15;DIAG_4_16;DIAG_4_17;DIAG_4_18;DIAG_4_19;OPDATE_01;OPDATE_02;OPDATE_03;OPDATE_04;OPDATE_05;OPDATE_06;OPDATE_07;OPDATE_08;OPDATE_09;OPDATE_10;OPDATE_11;OPDATE_12;OPDATE_13;OPDATE_14;OPDATE_15;OPDATE_16;OPDATE_17;OPDATE_18;OPDATE_19;OPDATE_20;OPDATE_21;OPDATE_22;OPDATE_23;OPERTN_01;OPERTN_02;OPERTN_03;OPERTN_04;OPERTN_05;OPERTN_06;OPERTN_07;OPERTN_08;OPERTN_09;OPERTN_10;OPERTN_11;OPERTN_12;OPERTN_13;OPERTN_14;OPERTN_15;OPERTN_16;OPERTN_17;OPERTN_18;OPERTN_19;OPERTN_20;OPERTN_21;OPERTN_22;OPERTN_23,DIAG_4_02;DIAG_4_03;DIAG_4_04;DIAG_4_05;DIAG_4_06;DIAG_4_07;DIAG_4_08;DIAG_4_09;DIAG_4_10;DIAG_4_11;DIAG_4_12;DIAG_4_13;DIAG_4_14;DIAG_4_15;DIAG_4_16;DIAG_4_17;DIAG_4_18;DIAG_4_19;DIAG_4_20;OPDATE_02;OPDATE_03;OPDATE_04;OPDATE_05;OPDATE_06;OPDATE_07;OPDATE_08;OPDATE_09;OPDATE_10;OPDATE_11;OPDATE_12;OPDATE_13;OPDATE_14;OPDATE_15;OPDATE_16;OPDATE_17;OPDATE_18;OPDATE_19;OPDATE_20;OPDATE_21;OPDATE_22;OPDATE_23;OPDATE_24;OPERTN_02;OPERTN_03;OPERTN_04;OPERTN_05;OPERTN_06;OPERTN_07;OPERTN_08;OPERTN_09;OPERTN_10;OPERTN_11;OPERTN_12;OPERTN_13;OPERTN_14;OPERTN_15;OPERTN_16;OPERTN_17;OPERTN_18;OPERTN_19;OPERTN_20;OPERTN_21;OPERTN_22;OPERTN_23;OPERTN_24,slot k not recorded (-998) -> every later slot in its family not recorded,inferred,domain: numbered slot families (D117),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_inpat.warnings.json, run with tools/warn.py (D122)"
R204,nhse_eng_inpat,OPERTN_01;OPERTN_02;OPERTN_03;OPERTN_04;OPERTN_05;OPERTN_06;OPERTN_07;OPERTN_08;OPERTN_09;OPERTN_10;OPERTN_11;OPERTN_12;OPERTN_13;OPERTN_14;OPERTN_15;OPERTN_16;OPERTN_17;OPERTN_18;OPERTN_19;OPERTN_20;OPERTN_21;OPERTN_22;OPERTN_23;OPERTN_24,OPDATE_01;OPDATE_02;OPDATE_03;OPDATE_04;OPDATE_05;OPDATE_06;OPDATE_07;OPDATE_08;OPDATE_09;OPDATE_10;OPDATE_11;OPDATE_12;OPDATE_13;OPDATE_14;OPDATE_15;OPDATE_16;OPDATE_17;OPDATE_18;OPDATE_19;OPDATE_20;OPDATE_21;OPDATE_22;OPDATE_23;OPDATE_24,OPERTN_k not recorded -> OPDATE_k not recorded,inferred,domain: detail column beside its main column in the same numbered slot (D117),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_inpat.warnings.json, run with tools/warn.py (D122)"
R205,nhse_eng_ecds,COMORBIDITIES_1;COMORBIDITIES_10;COMORBIDITIES_2;COMORBIDITIES_3;COMORBIDITIES_4;COMORBIDITIES_5;COMORBIDITIES_6;COMORBIDITIES_7;COMORBIDITIES_8;DIAGNOSIS_CODE_1;DIAGNOSIS_CODE_10;DIAGNOSIS_CODE_11;DIAGNOSIS_CODE_12;DIAGNOSIS_CODE_2;DIAGNOSIS_CODE_3;DIAGNOSIS_CODE_4;DIAGNOSIS_CODE_5;DIAGNOSIS_CODE_6;DIAGNOSIS_CODE_7;DIAGNOSIS_CODE_8;DIAGNOSIS_QUALIFIER_1;DIAGNOSIS_QUALIFIER_10;DIAGNOSIS_QUALIFIER_11;DIAGNOSIS_QUALIFIER_12;DIAGNOSIS_QUALIFIER_2;DIAGNOSIS_QUALIFIER_3;DIAGNOSIS_QUALIFIER_4;DIAGNOSIS_QUALIFIER_5;DIAGNOSIS_QUALIFIER_6;DIAGNOSIS_QUALIFIER_7;DIAGNOSIS_QUALIFIER_8;INVESTIGATION_CODE_1;INVESTIGATION_CODE_10;INVESTIGATION_CODE_11;INVESTIGATION_CODE_12;INVESTIGATION_CODE_2;INVESTIGATION_CODE_3;INVESTIGATION_CODE_4;INVESTIGATION_CODE_5;INVESTIGATION_CODE_6;INVESTIGATION_CODE_7;INVESTIGATION_CODE_8;INVESTIGATION_DATE_1;INVESTIGATION_DATE_10;INVESTIGATION_DATE_11;INVESTIGATION_DATE_12;INVESTIGATION_DATE_2;INVESTIGATION_DATE_3;INVESTIGATION_DATE_4;INVESTIGATION_DATE_5;INVESTIGATION_DATE_6;INVESTIGATION_DATE_7;INVESTIGATION_DATE_8;INVESTIGATION_TIME_1;INVESTIGATION_TIME_10;INVESTIGATION_TIME_11;INVESTIGATION_TIME_12;INVESTIGATION_TIME_2;INVESTIGATION_TIME_3;INVESTIGATION_TIME_4;INVESTIGATION_TIME_5;INVESTIGATION_TIME_6;INVESTIGATION_TIME_7;INVESTIGATION_TIME_8;REFERRAL_ASSESSMENT_DATE_1;REFERRAL_ASSESSMENT_DATE_2;REFERRAL_ASSESSMENT_DATE_3;REFERRAL_ASSESSMENT_TIME_1;REFERRAL_ASSESSMENT_TIME_2;REFERRAL_ASSESSMENT_TIME_3;REFERRED_TO_SERVICE_1;REFERRED_TO_SERVICE_2;REFERRED_TO_SERVICE_3;SEQUENCE_NUMBER_1;SEQUENCE_NUMBER_10;SEQUENCE_NUMBER_11;SEQUENCE_NUMBER_12;SEQUENCE_NUMBER_2;SEQUENCE_NUMBER_3;SEQUENCE_NUMBER_4;SEQUENCE_NUMBER_5;SEQUENCE_NUMBER_6;SEQUENCE_NUMBER_7;SEQUENCE_NUMBER_8;SERVICE_REQUEST_DATE_1;SERVICE_REQUEST_DATE_2;SERVICE_REQUEST_DATE_3;TREATMENT_CODE_1;TREATMENT_CODE_10;TREATMENT_CODE_11;TREATMENT_CODE_12;TREATMENT_CODE_2;TREATMENT_CODE_3;TREATMENT_CODE_4;TREATMENT_CODE_5;TREATMENT_CODE_6;TREATMENT_CODE_7;TREATMENT_CODE_8;TREATMENT_DATE_1;TREATMENT_DATE_10;TREATMENT_DATE_11;TREATMENT_DATE_12;TREATMENT_DATE_2;TREATMENT_DATE_3;TREATMENT_DATE_4;TREATMENT_DATE_5;TREATMENT_DATE_6;TREATMENT_DATE_7;TREATMENT_DATE_8;TREATMENT_TIME_1;TREATMENT_TIME_10;TREATMENT_TIME_11;TREATMENT_TIME_12;TREATMENT_TIME_2;TREATMENT_TIME_3;TREATMENT_TIME_4;TREATMENT_TIME_5;TREATMENT_TIME_6;TREATMENT_TIME_7;TREATMENT_TIME_8,COMORBIDITIES_10;COMORBIDITIES_2;COMORBIDITIES_3;COMORBIDITIES_4;COMORBIDITIES_5;COMORBIDITIES_6;COMORBIDITIES_7;COMORBIDITIES_8;COMORBIDITIES_9;DIAGNOSIS_CODE_10;DIAGNOSIS_CODE_11;DIAGNOSIS_CODE_12;DIAGNOSIS_CODE_2;DIAGNOSIS_CODE_3;DIAGNOSIS_CODE_4;DIAGNOSIS_CODE_5;DIAGNOSIS_CODE_6;DIAGNOSIS_CODE_7;DIAGNOSIS_CODE_8;DIAGNOSIS_CODE_9;DIAGNOSIS_QUALIFIER_10;DIAGNOSIS_QUALIFIER_11;DIAGNOSIS_QUALIFIER_12;DIAGNOSIS_QUALIFIER_2;DIAGNOSIS_QUALIFIER_3;DIAGNOSIS_QUALIFIER_4;DIAGNOSIS_QUALIFIER_5;DIAGNOSIS_QUALIFIER_6;DIAGNOSIS_QUALIFIER_7;DIAGNOSIS_QUALIFIER_8;DIAGNOSIS_QUALIFIER_9;INVESTIGATION_CODE_10;INVESTIGATION_CODE_11;INVESTIGATION_CODE_12;INVESTIGATION_CODE_2;INVESTIGATION_CODE_3;INVESTIGATION_CODE_4;INVESTIGATION_CODE_5;INVESTIGATION_CODE_6;INVESTIGATION_CODE_7;INVESTIGATION_CODE_8;INVESTIGATION_CODE_9;INVESTIGATION_DATE_10;INVESTIGATION_DATE_11;INVESTIGATION_DATE_12;INVESTIGATION_DATE_2;INVESTIGATION_DATE_3;INVESTIGATION_DATE_4;INVESTIGATION_DATE_5;INVESTIGATION_DATE_6;INVESTIGATION_DATE_7;INVESTIGATION_DATE_8;INVESTIGATION_DATE_9;INVESTIGATION_TIME_10;INVESTIGATION_TIME_11;INVESTIGATION_TIME_12;INVESTIGATION_TIME_2;INVESTIGATION_TIME_3;INVESTIGATION_TIME_4;INVESTIGATION_TIME_5;INVESTIGATION_TIME_6;INVESTIGATION_TIME_7;INVESTIGATION_TIME_8;INVESTIGATION_TIME_9;REFERRAL_ASSESSMENT_DATE_2;REFERRAL_ASSESSMENT_DATE_3;REFERRAL_ASSESSMENT_DATE_4;REFERRAL_ASSESSMENT_TIME_2;REFERRAL_ASSESSMENT_TIME_3;REFERRAL_ASSESSMENT_TIME_4;REFERRED_TO_SERVICE_2;REFERRED_TO_SERVICE_3;REFERRED_TO_SERVICE_4;SEQUENCE_NUMBER_10;SEQUENCE_NUMBER_11;SEQUENCE_NUMBER_12;SEQUENCE_NUMBER_2;SEQUENCE_NUMBER_3;SEQUENCE_NUMBER_4;SEQUENCE_NUMBER_5;SEQUENCE_NUMBER_6;SEQUENCE_NUMBER_7;SEQUENCE_NUMBER_8;SEQUENCE_NUMBER_9;SERVICE_REQUEST_DATE_2;SERVICE_REQUEST_DATE_3;SERVICE_REQUEST_DATE_4;TREATMENT_CODE_10;TREATMENT_CODE_11;TREATMENT_CODE_12;TREATMENT_CODE_2;TREATMENT_CODE_3;TREATMENT_CODE_4;TREATMENT_CODE_5;TREATMENT_CODE_6;TREATMENT_CODE_7;TREATMENT_CODE_8;TREATMENT_CODE_9;TREATMENT_DATE_10;TREATMENT_DATE_11;TREATMENT_DATE_12;TREATMENT_DATE_2;TREATMENT_DATE_3;TREATMENT_DATE_4;TREATMENT_DATE_5;TREATMENT_DATE_6;TREATMENT_DATE_7;TREATMENT_DATE_8;TREATMENT_DATE_9;TREATMENT_TIME_10;TREATMENT_TIME_11;TREATMENT_TIME_12;TREATMENT_TIME_2;TREATMENT_TIME_3;TREATMENT_TIME_4;TREATMENT_TIME_5;TREATMENT_TIME_6;TREATMENT_TIME_7;TREATMENT_TIME_8;TREATMENT_TIME_9,slot k not recorded (-998) -> every later slot in its family not recorded,inferred,domain: numbered slot families (D120),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ecds.warnings.json, run with tools/warn.py (D122)"
R206,nhse_eng_ecds,DIAGNOSIS_CODE_1;DIAGNOSIS_CODE_10;DIAGNOSIS_CODE_11;DIAGNOSIS_CODE_12;DIAGNOSIS_CODE_2;DIAGNOSIS_CODE_3;DIAGNOSIS_CODE_4;DIAGNOSIS_CODE_5;DIAGNOSIS_CODE_6;DIAGNOSIS_CODE_7;DIAGNOSIS_CODE_8;DIAGNOSIS_CODE_9,DIAGNOSIS_QUALIFIER_1;DIAGNOSIS_QUALIFIER_10;DIAGNOSIS_QUALIFIER_11;DIAGNOSIS_QUALIFIER_12;DIAGNOSIS_QUALIFIER_2;DIAGNOSIS_QUALIFIER_3;DIAGNOSIS_QUALIFIER_4;DIAGNOSIS_QUALIFIER_5;DIAGNOSIS_QUALIFIER_6;DIAGNOSIS_QUALIFIER_7;DIAGNOSIS_QUALIFIER_8;DIAGNOSIS_QUALIFIER_9,DIAGNOSIS_CODE_k not recorded -> DIAGNOSIS_QUALIFIER_k not recorded,inferred,domain: detail beside its main column in the same numbered slot (D120),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ecds.warnings.json, run with tools/warn.py (D122)"
R207,nhse_eng_ecds,INVESTIGATION_CODE_1;INVESTIGATION_CODE_10;INVESTIGATION_CODE_11;INVESTIGATION_CODE_12;INVESTIGATION_CODE_2;INVESTIGATION_CODE_3;INVESTIGATION_CODE_4;INVESTIGATION_CODE_5;INVESTIGATION_CODE_6;INVESTIGATION_CODE_7;INVESTIGATION_CODE_8;INVESTIGATION_CODE_9,INVESTIGATION_DATE_1;INVESTIGATION_DATE_10;INVESTIGATION_DATE_11;INVESTIGATION_DATE_12;INVESTIGATION_DATE_2;INVESTIGATION_DATE_3;INVESTIGATION_DATE_4;INVESTIGATION_DATE_5;INVESTIGATION_DATE_6;INVESTIGATION_DATE_7;INVESTIGATION_DATE_8;INVESTIGATION_DATE_9;INVESTIGATION_TIME_1;INVESTIGATION_TIME_10;INVESTIGATION_TIME_11;INVESTIGATION_TIME_12;INVESTIGATION_TIME_2;INVESTIGATION_TIME_3;INVESTIGATION_TIME_4;INVESTIGATION_TIME_5;INVESTIGATION_TIME_6;INVESTIGATION_TIME_7;INVESTIGATION_TIME_8;INVESTIGATION_TIME_9,INVESTIGATION_CODE_k not recorded -> its date and time not recorded,inferred,domain: detail beside its main column in the same numbered slot (D120),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ecds.warnings.json, run with tools/warn.py (D122)"
R208,nhse_eng_ecds,TREATMENT_CODE_1;TREATMENT_CODE_10;TREATMENT_CODE_11;TREATMENT_CODE_12;TREATMENT_CODE_2;TREATMENT_CODE_3;TREATMENT_CODE_4;TREATMENT_CODE_5;TREATMENT_CODE_6;TREATMENT_CODE_7;TREATMENT_CODE_8;TREATMENT_CODE_9,TREATMENT_DATE_1;TREATMENT_DATE_10;TREATMENT_DATE_11;TREATMENT_DATE_12;TREATMENT_DATE_2;TREATMENT_DATE_3;TREATMENT_DATE_4;TREATMENT_DATE_5;TREATMENT_DATE_6;TREATMENT_DATE_7;TREATMENT_DATE_8;TREATMENT_DATE_9;TREATMENT_TIME_1;TREATMENT_TIME_10;TREATMENT_TIME_11;TREATMENT_TIME_12;TREATMENT_TIME_2;TREATMENT_TIME_3;TREATMENT_TIME_4;TREATMENT_TIME_5;TREATMENT_TIME_6;TREATMENT_TIME_7;TREATMENT_TIME_8;TREATMENT_TIME_9,TREATMENT_CODE_k not recorded -> its date and time not recorded,inferred,domain: detail beside its main column in the same numbered slot (D120),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ecds.warnings.json, run with tools/warn.py (D122)"
R209,nhse_eng_ecds,REFERRED_TO_SERVICE_1;REFERRED_TO_SERVICE_2;REFERRED_TO_SERVICE_3;REFERRED_TO_SERVICE_4,REFERRAL_ASSESSMENT_DATE_1;REFERRAL_ASSESSMENT_DATE_2;REFERRAL_ASSESSMENT_DATE_3;REFERRAL_ASSESSMENT_DATE_4;REFERRAL_ASSESSMENT_TIME_1;REFERRAL_ASSESSMENT_TIME_2;REFERRAL_ASSESSMENT_TIME_3;REFERRAL_ASSESSMENT_TIME_4;SERVICE_REQUEST_DATE_1;SERVICE_REQUEST_DATE_2;SERVICE_REQUEST_DATE_3;SERVICE_REQUEST_DATE_4,REFERRED_TO_SERVICE_k not recorded -> its assessment date and time and request date not recorded,inferred,domain: detail beside its main column in the same numbered slot (D120),D122,not-enforceable,"checked as a warning, not a rejection: tools/warnings/nhse_eng_ecds.warnings.json, run with tools/warn.py (D122)"
